intron	logef	trt	ctrl	deltapsi
chr10:813213:814637:clu_10735_-	0.189437922413245	0.14085700586989	0.193205547328559	0.052348541458669
chr10:813213:814742:clu_10735_-	-0.189437922413245	0.85914299413011	0.80679445267144	-0.0523485414586692
chr10:1043393:1043999:clu_10736_-	-0.0061362089572878	0.544439493123462	0.556851679993409	0.0124121868699469
chr10:1043393:1048864:clu_10736_-	0.140391530060643	0.116852629575311	0.138377216911125	0.021524587335814
chr10:1044171:1048864:clu_10736_-	-0.134255321103355	0.338707877301227	0.304771103095466	-0.0339367742057609
chr10:3148063:3148168:clu_10737_-	-0.305617038419123	0.0891721872661356	0.0504493620660294	-0.0387228252001062
chr10:3148063:3148171:clu_10737_-	0.305617038419123	0.910827812733864	0.949550637933971	0.0387228252001063
chr10:4991898:4995319:clu_10738_-	-18.1845571891307	0.0245368270241977	4.03368367217945e-18	-0.0245368270241977
chr10:4991913:4995319:clu_10738_-	18.1845571891307	0.975463172975802	1	0.0245368270241977
chr10:4998747:4999200:clu_10739_-	0.719057880434859	0.425132329153938	0.371960286141564	-0.0531720430123733
chr10:4998747:5000550:clu_10739_-	-0.79053922768646	0.0268564956182006	0.00519292547523269	-0.0216635701429679
chr10:4999277:5000550:clu_10739_-	0.88794387032357	0.318262067680492	0.329688329853204	0.0114262621727115
chr10:4999277:5003752:clu_10739_-	-2.00153856392019	0.0203368982143815	0.00117143213292924	-0.0191654660814522
chr10:5001681:5003752:clu_10739_-	1.18507604084822	0.209412209332988	0.29198702639707	0.0825748170640818
chr10:5766295:5766494:clu_10740_-	0.120439682910208	0.491571685077175	0.485979739431029	-0.00559194564614557
chr10:5766295:5768213:clu_10740_-	-0.268614637949309	0.00796810279231032	0.00533853492144741	-0.00262956787086291
chr10:5766638:5768213:clu_10740_-	0.1481749550391	0.500460212130515	0.508681725647523	0.00822151351700839
chr10:5786050:5794885:clu_10741_-	0.585163234798201	0.358548911454557	0.435986905880431	0.077437994425874
chr10:5786050:5796763:clu_10741_-	-0.875326472127731	0.0268241242523393	0.00757125667180864	-0.0192528675805307
chr10:5795019:5796763:clu_10741_-	0.290163237329529	0.614626964293104	0.556441837447761	-0.0581851268453434
chr10:5800705:5802310:clu_10742_-	0.422611238804217	0.0196315411216183	0.0445500762610674	0.024918535139449
chr10:5800705:5813214:clu_10742_-	-0.422611238804217	0.980368458878382	0.955449923738933	-0.0249185351394491
chr10:5878287:5880298:clu_10743_-	0.37142122513807	0.322801551451428	0.371091647347712	0.048290095896284
chr10:5878287:5883006:clu_10743_-	-0.699010151266531	0.164570085775978	0.0648655375235207	-0.0997045482524572
chr10:5880376:5883006:clu_10743_-	0.327588926128462	0.512628362772594	0.564042815128767	0.0514144523561733
chr10:12170770:12170900:clu_10745_-	0.31569013387895	0.539658764808891	0.518040311910911	-0.0216184528979793
chr10:12170770:12172765:clu_10745_-	-0.735091215731501	0.0112883007907225	0.00378899779538432	-0.00749930299533816
chr10:12170908:12172765:clu_10745_-	0.419401081852551	0.449052934400387	0.478170690293704	0.0291177558933174
chr10:12172866:12173718:clu_10746_-	-0.0595989485713317	0.512901531991271	0.475135408836678	-0.0377661231545935
chr10:12172866:12177793:clu_10746_-	-0.0397600756327987	0.029139785733205	0.0275350372076616	-0.0016047485255434
chr10:12173813:12177793:clu_10746_-	0.0993590242041304	0.457958682275524	0.497329553955661	0.0393708716801368
chr10:13319356:13322835:clu_10747_-	0.170193257374182	0.486215885161404	0.51887293531969	0.0326570501582856
chr10:13319356:13328351:clu_10747_-	-0.352566428803592	0.0150498572551518	0.00952209715621805	-0.00552776009893372
chr10:13323041:13328351:clu_10747_-	0.13715822183391	0.0209663867605442	0.0216475391563092	0.000681152395765043
chr10:13323047:13328351:clu_10747_-	0.0452149495954995	0.4777678708229	0.449957428367783	-0.0278104424551168
chr10:13336350:13338705:clu_10748_-	-0.0601014603084538	0.505888109037039	0.475856442126934	-0.0300316669101043
chr10:13338808:13344758:clu_10748_-	0.0601014603084538	0.494111890962961	0.524143557873066	0.0300316669101042
chr10:13345028:13347277:clu_10749_-	0.336190856828862	0.082123788450817	0.149128458138306	0.067004669687489
chr10:13345028:13348000:clu_10749_-	-0.336190856828862	0.917876211549183	0.850871541861694	-0.067004669687489
chr10:13481120:13492611:clu_10752_-	-0.245551688522044	0.117751916616922	0.0755086372765012	-0.0422432793404206
chr10:13481124:13492611:clu_10752_-	0.245551688522044	0.882248083383078	0.924491362723499	0.0422432793404207
chr10:14530515:14532587:clu_10754_-	2.46507825095415	0.017111114601184	0.274996116673679	0.257885002072495
chr10:14530515:14553322:clu_10754_-	-0.616269562364466	0.179822771397799	0.13264185765429	-0.0471809137435093
chr10:14530515:14604240:clu_10754_-	-0.616269562863505	0.596139290918193	0.439727529021986	-0.156411761896207
chr10:14553387:14604240:clu_10754_-	-0.616269562862639	0.0934308367568015	0.0689169655606518	-0.0245138711961498
chr10:14602850:14604240:clu_10754_-	-0.616269562863543	0.113495986326022	0.0837175310893939	-0.0297784552366286
chr10:15106698:15109702:clu_10755_-	-0.112636206993662	0.336014531353933	0.287741526260594	-0.0482730050933398
chr10:15109215:15109702:clu_10755_-	0.112636206993662	0.663985468646067	0.712258473739406	0.0482730050933399
chr10:15128458:15130142:clu_10756_-	0.174172313588154	0.460143938025398	0.509933532573027	0.0497895945476299
chr10:15128458:15132817:clu_10756_-	-0.169493049338545	0.072618294537062	0.0570707974519943	-0.0155474970850676
chr10:15130312:15132817:clu_10756_-	-0.0046792642496094	0.467237767437541	0.432995669974978	-0.0342420974625623
chr10:15214601:15215996:clu_10757_-	-0.320655057226286	0.407047438039529	0.392435743808345	-0.0146116942311841
chr10:15214601:15220944:clu_10757_-	0.693284828670905	0.0372227195139284	0.0989190936464	0.0616963741324716
chr10:15216110:15220944:clu_10757_-	-0.372629771444619	0.555729842446542	0.508645162545255	-0.0470846799012875
chr10:16782084:16816973:clu_10758_-	-0.137237577854068	0.497051816859932	0.459633753947103	-0.037418062912829
chr10:16782084:16817315:clu_10758_-	0.165073262679705	0.0979996354454809	0.122610210688042	0.0246105752425615
chr10:16817084:16817315:clu_10758_-	-0.027835684825637	0.404948547694587	0.417756035364855	0.0128074876702676
chr10:17594383:17599172:clu_10759_-	-0.843463442574292	0.0405186074333679	0.0131865871512893	-0.0273320202820786
chr10:17594383:17599290:clu_10759_-	0.390215497642976	0.272151722030379	0.304136778430744	0.0319850564003646
chr10:17594383:17603930:clu_10759_-	0.17593415765569	0.0356200047016615	0.0321285128537878	-0.00349149184787377
chr10:17603744:17603930:clu_10759_-	0.277313787275626	0.651709665834591	0.650548121564179	-0.00116154427041237
chr10:17599411:17603560:clu_10760_-	0.402161731204272	0.418682555490189	0.503254137551488	0.0845715820612988
chr10:17599411:17617083:clu_10760_-	-0.237116620235282	0.0292258018986974	0.0185367615616595	-0.0106890403370379
chr10:17604047:17617083:clu_10760_-	0.156574345711689	0.437657860491788	0.411509603116629	-0.0261482573751583
chr10:17615964:17617083:clu_10760_-	-0.321619456680679	0.114433782119326	0.0666994977702234	-0.0477342843491026
chr10:26751783:26755655:clu_10761_-	0.150748114404211	0.228039828314482	0.271537003346462	0.0434971750319796
chr10:26751783:26759062:clu_10761_-	-0.124550813362526	0.445926717466954	0.403200446114505	-0.0427262713524489
chr10:26755741:26759062:clu_10761_-	-0.0261973010416842	0.326033454218564	0.325262550539033	-0.000770903679530754
chr10:26759235:26765218:clu_10762_-	0.100824495575849	0.315376466119389	0.360440432889239	0.0450639667698496
chr10:26759238:26765218:clu_10762_-	-0.100824495575849	0.684623533880611	0.639559567110761	-0.0450639667698495
chr10:27114607:27116060:clu_10763_-	-0.00577208436286854	0.514807151163367	0.51181197974284	-0.00299517142052663
chr10:27114607:27116219:clu_10763_-	-0.000578620482291635	0.00938457423080791	0.00937855527834358	-6.01895246433483e-06
chr10:27116133:27116219:clu_10763_-	0.00635070484516023	0.475808274605826	0.478809464978817	0.0030011903729909
chr10:27145590:27148906:clu_10764_-	0.69685469328273	0.887264777547506	0.96943360922634	0.0821688316788348
chr10:27147668:27148906:clu_10764_-	-0.69685469328273	0.112735222452494	0.0305663907736595	-0.0821688316788349
chr10:31831800:31839305:clu_10766_-	-0.0920979390203381	0.171725361318072	0.165810969776815	-0.00591439154125628
chr10:31831800:31839637:clu_10766_-	0.388017396417598	0.0862066628815171	0.134533702626443	0.0483270397449257
chr10:31831800:31843461:clu_10766_-	0.00608330520589177	0.133142375715825	0.141819090252739	0.00867671453691368
chr10:31839319:31839637:clu_10766_-	-0.168018109481127	0.193608089413638	0.173272885873764	-0.0203352035398735
chr10:31839711:31843461:clu_10766_-	-0.133984653122025	0.415317510670948	0.384563351470238	-0.0307541592007096
chr10:31852597:31854066:clu_10767_-	-0.108679150996587	0.480328275827249	0.433677672396503	-0.0466506034307456
chr10:31852597:31861395:clu_10767_-	-0.154765158103456	0.255528801245681	0.220319972670928	-0.0352088285747531
chr10:31854206:31861395:clu_10767_-	0.263444309100043	0.26414292292707	0.346002354932569	0.0818594320054988
chr10:32305931:32346763:clu_10768_-	1.04881615993483	0.0822724204141089	0.30182134355231	0.219548923138201
chr10:32345562:32346763:clu_10768_-	-0.524402354333066	0.406676612613527	0.309388916612045	-0.0972876960014813
chr10:32345623:32346763:clu_10768_-	-0.524413805601764	0.511050966972365	0.388789739835645	-0.12226122713672
chr10:32935558:32957759:clu_10769_-	-0.309810740325313	0.0651977744936327	0.0361753605589734	-0.0290224139346593
chr10:32935558:32958145:clu_10769_-	0.309810740325313	0.934802225506367	0.963824639441027	0.0290224139346593
chr10:34269899:34284135:clu_10770_-	0.627295843666201	0.0928267547750235	0.30578343918673	0.212956684411707
chr10:34269899:34317107:clu_10770_-	0.381739604219897	0.0288743689033728	0.0744062769076745	0.0455319080043017
chr10:34284245:34317107:clu_10770_-	0.310167585091407	0.107194482527476	0.257149789105901	0.149955306578425
chr10:34312382:34317107:clu_10770_-	-1.3192030329775	0.771104393794128	0.362660494799694	-0.408443898994433
chr10:34336243:34337275:clu_10771_-	-0.152590648094968	0.78177709528136	0.741158426829649	-0.0406186684517114
chr10:34336243:34337278:clu_10771_-	-0.797379035746668	0.154490053455184	0.0768600377278401	-0.0776300157273437
chr10:34336243:34337365:clu_10771_-	0.949969683841636	0.0637328512634563	0.181981535442511	0.118248684179055
chr10:34341816:34347956:clu_10772_-	-0.147045880267533	0.291276571202675	0.204634964959276	-0.0866416062433994
chr10:34341816:34347965:clu_10772_-	0.445747060738796	0.550802447100057	0.700030322170505	0.149227875070449
chr10:34346449:34347965:clu_10772_-	-0.298701180471263	0.157920981697268	0.0953347128702188	-0.0625862688270494
chr10:34360259:34372498:clu_10773_-	-0.303310111557417	0.263877253644803	0.192627190972507	-0.0712500626722957
chr10:34360259:34374874:clu_10773_-	0.478137984327945	0.161067936869826	0.256864051169515	0.0957961142996887
chr10:34360259:34377967:clu_10773_-	-0.0749456937994305	0.0311244008373093	0.0285492065267144	-0.00257519431059488
chr10:34372536:34374874:clu_10773_-	-0.168363394435227	0.241467027744159	0.201734458549182	-0.0397325691949772
chr10:34375002:34377967:clu_10773_-	0.0684812154641295	0.302463380903902	0.320225092782082	0.0177617118781792
chr10:34401917:34450317:clu_10774_-	0.0235198114558017	0.445287665057469	0.506974904042294	0.0616872389848259
chr10:34401917:34470085:clu_10774_-	0.278767609281102	0.0572462629906295	0.0841289848163867	0.0268827218257573
chr10:34450448:34470085:clu_10774_-	-0.302287420736904	0.497466071951902	0.408896111141319	-0.0885699608105831
chr10:35071339:35090179:clu_10775_-	0.140879965142645	0.244302021802931	0.29996246346096	0.0556604416580296
chr10:35071339:35090430:clu_10775_-	-0.140879965142645	0.755697978197069	0.70003753653904	-0.0556604416580295
chr10:43396590:43397185:clu_10778_-	-0.316984894579895	0.0738300280175339	0.0570023629587378	-0.0168276650587961
chr10:43396590:43407717:clu_10778_-	-0.294969301641175	0.447838154368121	0.353461542002121	-0.0943766123659993
chr10:43396590:43408727:clu_10778_-	0.470548712982915	0.0310178910799966	0.0526372985845674	0.0216194075045707
chr10:43396590:43409090:clu_10778_-	-0.0264243335327067	0.108075091547689	0.111576898798878	0.00350180725118882
chr10:43396590:43409131:clu_10778_-	0.167829816770862	0.33923883498666	0.425321897655696	0.0860830626690359
chr10:46009551:46010223:clu_10781_-	-0.660353021174651	0.62214396314779	0.557597867573738	-0.064546095574052
chr10:46009551:46012883:clu_10781_-	1.10300507125188	0.00519900927145312	0.027174871172182	0.0219758619007289
chr10:46011206:46012883:clu_10781_-	-0.442652050077228	0.372657027580757	0.41522726125408	0.0425702336733231
chr10:46014930:46015126:clu_10782_-	0.930858593686973	0.00720961197949642	0.044643014525576	0.0374334025460796
chr10:46014942:46015126:clu_10782_-	-0.930858593686973	0.992790388020504	0.955356985474424	-0.0374334025460796
chr10:46016694:46019323:clu_10783_-	-0.190463945639752	0.0964765816890752	0.0585237329159174	-0.0379528487731579
chr10:46016694:46022406:clu_10783_-	0.841006591265408	0.0298635602402179	0.0508175421929906	0.0209539819527728
chr10:46016694:46022817:clu_10783_-	-1.35604494208169	0.0272512105703777	0.00515336041175583	-0.0220978501586219
chr10:46016694:46023330:clu_10783_-	0.362033780063195	0.503791446431066	0.531016010354395	0.0272245639233284
chr10:46016694:46030526:clu_10783_-	0.343468516392838	0.342617201069263	0.354489354124941	0.0118721530556786
chr10:50814038:50816006:clu_10785_-	-0.26933115396612	0.541334925457392	0.407829744374449	-0.133505181082943
chr10:50814062:50816006:clu_10785_-	0.26933115396612	0.458665074542608	0.592170255625551	0.133505181082943
chr10:50820649:50828131:clu_10786_-	-0.105154679858093	0.469709302911882	0.46246303281763	-0.00724627009425188
chr10:50820649:50836074:clu_10786_-	0.192239704149358	0.0182851925845218	0.0242384106967807	0.00595321811225892
chr10:50828295:50836074:clu_10786_-	-0.0870850242912648	0.512005504503596	0.513298556485589	0.00129305198199292
chr10:50844122:50850665:clu_10787_-	0.815433033046026	0.0236327999597824	0.052873571129255	0.0292407711694726
chr10:50844122:50859842:clu_10787_-	0.070985824947548	0.838195954759528	0.890757958275835	0.0525620035163068
chr10:50850807:50859842:clu_10787_-	-0.886418857993574	0.13817124528069	0.0563684705949105	-0.0818027746857792
chr10:50859985:50862889:clu_10788_-	0.509193588278114	0.0389755703430152	0.0616266721263475	0.0226511017833323
chr10:50859985:50864033:clu_10788_-	0.179779190213937	0.0964048665698629	0.109650935098943	0.0132460685290797
chr10:50859985:50885581:clu_10788_-	0.0818127609395526	0.588224929656267	0.606611345395067	0.0183864157387995
chr10:50862981:50864033:clu_10788_-	-0.286092713685908	0.0664790799963415	0.0474539955588875	-0.019025084437454
chr10:50864080:50885581:clu_10788_-	0.136280508220572	0.116646183820634	0.127026016598643	0.0103798327780086
chr10:50882705:50885581:clu_10788_-	-0.620973333966266	0.0932693696138789	0.0476310352221128	-0.0456383343917661
chr10:56358148:56358377:clu_10790_-	0.00190052738143547	0.0349160326889849	0.0350443431379196	0.000128310448934667
chr10:56358185:56358377:clu_10790_-	-0.00190052738143547	0.965083967311015	0.96495565686208	-0.000128310448934577
chr10:56358687:56358805:clu_10791_-	0.0907480907851044	0.0417857285279174	0.0399839440259202	-0.00180178450199723
chr10:56358687:56358909:clu_10791_-	-0.256558647729938	0.0797912819330084	0.0539485398647761	-0.0258427420682323
chr10:56358724:56358805:clu_10791_-	0.165810556944833	0.878422989539074	0.906067516109304	0.0276445265702294
chr10:60878058:60886112:clu_10792_-	1.04027260427007	0.667083797653875	0.941341310774911	0.274257513121036
chr10:60885828:60886112:clu_10792_-	-1.04027260427007	0.332916202346125	0.0586586892250893	-0.274257513121036
chr10:60911552:60941804:clu_10793_-	0.471504078595256	0.324442046427207	0.384327278850434	0.0598852324232266
chr10:60911552:60985845:clu_10793_-	-0.322810723637782	0.0917224296099353	0.0490990504911968	-0.0426233791187385
chr10:60941854:60943971:clu_10793_-	0.430254086088186	0.0534964258609651	0.060809887818626	0.00731346195766092
chr10:60941854:60944650:clu_10793_-	-0.252150432419157	0.0795350341620198	0.0456923389675951	-0.0338426951944246
chr10:60941854:60985845:clu_10793_-	0.60479386431041	0.281156985882267	0.38053970416025	0.0993827182779832
chr10:60953404:60985845:clu_10793_-	-0.377183519139987	0.091011699211265	0.0461403581425093	-0.0448713410687556
chr10:60967533:60985845:clu_10793_-	-0.554407353796927	0.078635378846341	0.033391381569389	-0.045243997276952
chr10:60985945:61000901:clu_10794_-	0.267207983667481	0.168607610669831	0.257097060799438	0.088489450129607
chr10:60985945:61001399:clu_10794_-	-0.267207983667481	0.831392389330169	0.742902939200562	-0.088489450129607
chr10:70116774:70117578:clu_10796_-	-0.185500496459016	0.00592046888917746	0.00409289045101371	-0.00182757843816375
chr10:70116774:70117812:clu_10796_-	0.185500496459016	0.994079531110823	0.995907109548986	0.00182757843816372
chr10:70120593:70121092:clu_10797_-	-1.0770831750567	0.00584738026081964	0.00130372045351743	-0.00454365980730221
chr10:70120599:70121092:clu_10797_-	0.469638846521611	0.395817250961449	0.414429535342244	0.0186122843807952
chr10:70120599:70123405:clu_10797_-	0.184790166028234	0.0636023180032762	0.0500865034441167	-0.0135158145591595
chr10:70121211:70123405:clu_10797_-	0.422654162506859	0.534733050774455	0.534180240760122	-0.000552810014333383
chr10:70124097:70128860:clu_10798_-	-0.191187110530115	0.0261283580745744	0.0132492106769638	-0.0128791473976106
chr10:70124097:70132027:clu_10798_-	-0.12444714988874	0.0130121258853902	0.00705360181503114	-0.00595852407035907
chr10:70124097:70132734:clu_10798_-	0.568949206909958	0.701529628900808	0.760758674236249	0.0592290453354413
chr10:70124100:70132734:clu_10798_-	0.377898537433662	0.235828378095237	0.211263615308652	-0.0245647627865846
chr10:70128962:70132734:clu_10798_-	-0.631213483924766	0.0235015090439908	0.00767489796310394	-0.0158266110808869
chr10:70161927:70170413:clu_10799_-	-0.884915577930696	0.017445445887246	0.00518733353519828	-0.0122581123520477
chr10:70161931:70162690:clu_10799_-	0.264098695871974	0.0541130417779043	0.0507661939744161	-0.00334684780348821
chr10:70161931:70170413:clu_10799_-	0.358463457876603	0.860638980117433	0.887310795836162	0.0266718157187289
chr10:70161931:70170476:clu_10799_-	0.0587380224760598	0.0263642202878415	0.0201419068131511	-0.00622231347469036
chr10:70162759:70170413:clu_10799_-	0.203615401706058	0.0414383119295757	0.0365937698410729	-0.00484454208850278
chr10:70157801:70161004:clu_10800_-	-27.1112922306426	0.0246672826469493	7.15153537635574e-26	-0.0246672826469493
chr10:70157867:70161004:clu_10800_-	27.1112922306426	0.975332717353051	1	0.0246672826469494
chr10:70209290:70209558:clu_10801_-	0.185127531522086	0.61426232588212	0.592965991333427	-0.0212963345486935
chr10:70209290:70214500:clu_10801_-	-0.469813661802192	0.0076302799494923	0.0038263001243948	-0.00380397982509749
chr10:70213589:70214500:clu_10801_-	0.284686130280106	0.378107394168387	0.403207708542178	0.0251003143737911
chr10:70218817:70230341:clu_10802_-	-0.128799606588204	0.990696779533301	0.987996118024007	-0.0027006615092936
chr10:70229456:70230341:clu_10802_-	0.128799606588204	0.00930322046669936	0.0120038819759929	0.00270066150929352
chr10:70301508:70323781:clu_10803_-	-0.117570092368744	0.260054474891594	0.25409629835776	-0.00595817653383407
chr10:70301508:70323863:clu_10803_-	-0.147302976585731	0.612131255134904	0.58058489737468	-0.0315463577602242
chr10:70301508:70340553:clu_10803_-	0.0521267917571889	0.0418794846005829	0.0484879424692418	0.00660845786865895
chr10:70324030:70340553:clu_10803_-	0.212746277197286	0.085934785372919	0.116830861798318	0.0308960764253994
chr10:70882485:70885152:clu_10804_-	-0.0985333260028025	0.0899157638917796	0.0750399062661943	-0.0148758576255854
chr10:70884048:70885152:clu_10804_-	0.0985333260028025	0.91008423610822	0.924960093733806	0.0148758576255854
chr10:70885929:70887120:clu_10805_-	-2.15490755289252	0.0556965916082506	0.00527077910724948	-0.0504258125010011
chr10:70885929:70887853:clu_10805_-	1.92863530133755	0.00610253186689116	0.0342780715443254	0.0281755396774342
chr10:70885929:70888531:clu_10805_-	0.226272251554977	0.938200876524858	0.960451149348425	0.0222502728235667
chr10:71341381:71347902:clu_10806_-	0.969024410156782	0.655074960057238	0.929528649271241	0.274453689214003
chr10:71347434:71347902:clu_10806_-	-0.969024410156782	0.344925039942762	0.0704713507287594	-0.274453689214003
chr10:71818724:71819031:clu_10807_-	0.778735812515113	0.592695449131402	0.567699508181864	-0.0249959409495377
chr10:71818724:71819465:clu_10807_-	-1.67493376471296	0.00648509659075424	0.000534057743589034	-0.00595103884716521
chr10:71819111:71819465:clu_10807_-	0.896197952197845	0.400819454277844	0.431766434074547	0.0309469797967029
chr10:71820332:71821876:clu_10808_-	1.10552234759198	0.00344517229417525	0.0305819627532004	0.0271367904590251
chr10:71820335:71821876:clu_10808_-	-1.10552234759198	0.996554827705825	0.9694180372468	-0.0271367904590253
chr10:71822007:71823888:clu_10809_-	0.0682360899633705	0.0298255674251448	0.0346296242044403	0.00480405677929557
chr10:71822007:71825837:clu_10809_-	-0.0897738698340858	0.939611038639332	0.931503134293937	-0.00810790434539477
chr10:71823896:71825837:clu_10809_-	0.0215377798707154	0.030563393935523	0.0338672415016223	0.00330384756609931
chr10:72068301:72068731:clu_10811_-	0.234525282280939	0.053652877761964	0.0830946624624931	0.0294417847005291
chr10:72068301:72070312:clu_10811_-	-0.234525282280939	0.946347122238036	0.916905337537507	-0.0294417847005292
chr10:72072910:72088140:clu_10812_-	1.01632392168433	0.750662415250581	0.95830544985857	0.207643034607989
chr10:72086992:72088140:clu_10812_-	-1.01632392168433	0.249337584749419	0.04169455014143	-0.207643034607989
chr10:72097450:72102850:clu_10813_-	-0.157694638103764	0.100570173783652	0.0790893679429228	-0.0214808058407293
chr10:72097450:72128082:clu_10813_-	0.115514249181609	0.781307879740296	0.807465955711706	0.0261580759714097
chr10:72102967:72128082:clu_10813_-	0.0421803889221556	0.118121946476052	0.113444676345371	-0.00467727013068063
chr10:72133181:72152869:clu_10814_-	-0.00534203683523448	0.627721547044394	0.62548215282249	-0.00223939422190456
chr10:72133181:72161538:clu_10814_-	0.000768022745020143	0.0337867415847818	0.0338725397561871	8.57981714053255e-05
chr10:72152988:72161538:clu_10814_-	0.00457401409021439	0.338491711370824	0.340645307421323	0.00215359605049931
chr10:72213331:72215782:clu_10815_-	-0.248863537369332	0.340007037614432	0.23848745618255	-0.101519581431881
chr10:72213331:72216207:clu_10815_-	0.248863537369332	0.659992962385568	0.76151254381745	0.101519581431881
chr10:72334617:72335780:clu_10816_-	-0.0583076035143953	0.649246515445115	0.654679047422682	0.00543253197756688
chr10:72334617:72335786:clu_10816_-	0.265377701692909	0.0772143591966144	0.107619663038463	0.0304053038418483
chr10:72334617:72335834:clu_10816_-	-0.207070098178513	0.273539125358271	0.237701289538856	-0.0358378358194153
chr10:72508269:72523802:clu_10817_-	0.290606974452036	0.215289539506712	0.329131219905095	0.113841680398382
chr10:72508269:72533746:clu_10817_-	-0.290606974452036	0.784710460493288	0.670868780094905	-0.113841680398382
chr10:72935735:72941169:clu_10818_-	0.0447519279750954	0.591912316160063	0.6133415711554	0.021429254995337
chr10:72935738:72941169:clu_10818_-	-0.0447519279750954	0.408087683839937	0.3866584288446	-0.021429254995337
chr10:72941334:72942652:clu_10819_-	-0.515706080867836	0.401157285015088	0.379765955031612	-0.0213913299834756
chr10:72941334:72942664:clu_10819_-	-0.513389119133752	0.0515974162921163	0.0489593388341265	-0.00263807745798977
chr10:72941334:72954475:clu_10819_-	1.54396441651207	0.00814752321580318	0.0604965326208601	0.0523490094050569
chr10:72942740:72954475:clu_10819_-	-0.514869216510481	0.539097775476993	0.510778173513401	-0.0283196019635915
chr10:73030370:73043887:clu_10820_-	-0.000214761050637132	0.503272501669629	0.503165125594899	-0.000107376074729992
chr10:73030370:73044981:clu_10820_-	0.000214761050637132	0.496727498330371	0.496834874405101	0.000107376074729992
chr10:73043957:73046925:clu_10821_-	-0.186035534718925	0.669971081131168	0.583214464443737	-0.0867566166874308
chr10:73045051:73046925:clu_10821_-	0.186035534718925	0.330028918868832	0.416785535556263	0.086756616687431
chr10:73249318:73251763:clu_10822_-	-0.0450544606405332	0.0199341981520221	0.0182478453424779	-0.00168635280954422
chr10:73250991:73251763:clu_10822_-	0.0450544606405332	0.980065801847978	0.981752154657522	0.0016863528095441
chr10:73252023:73252224:clu_10823_-	0.379818468296896	0.00459021811070421	0.00886948829178448	0.00427927018108027
chr10:73252023:73252470:clu_10823_-	-0.292740518930015	0.953529406006404	0.940395790796604	-0.0131336152097994
chr10:73252037:73252470:clu_10823_-	-0.0870779493668809	0.041880375882892	0.0507347209116111	0.00885434502871912
